Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),CORE_ZN:People Occupant Count [](Hourly),PERIMETER_ZN_1:People Occupant Count [](Hourly),PERIMETER_ZN_2:People Occupant Count [](Hourly),PERIMETER_ZN_3:People Occupant Count [](Hourly),PERIMETER_ZN_4:People Occupant Count [](Hourly),CLGSETP_SCH:Schedule Value [](TimeStep),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 07/21  19:50:00,,,,,,,24.0 
 07/21  20:00:00,28.34041666666667,8.0516,6.1036,3.6207,6.1036,3.6207,24.0 
 07/21  20:10:00,,,,,,,24.0 
 07/21  20:20:00,,,,,,,24.0 
 07/21  20:30:00,,,,,,,24.0 
 07/21  20:40:00,,,,,,,24.0 
 07/21  20:50:00,,,,,,,24.0 
 07/21  21:00:00,27.288250000000005,8.0516,6.1036,3.6207,6.1036,3.6207,24.0 
 07/21  21:10:00,,,,,,,24.0 
 07/21  21:20:00,,,,,,,24.0 
 07/21  21:30:00,,,,,,,24.0 
 07/21  21:40:00,,,,,,,24.0 
 07/21  21:50:00,,,,,,,24.0 
 07/21  22:00:00,26.32525,8.0516,6.1036,3.6207,6.1036,3.6207,24.0 
 07/21  22:10:00,,,,,,,24.0 
 07/21  22:20:00,,,,,,,24.0 
 07/21  22:30:00,,,,,,,24.0 
 07/21  22:40:00,,,,,,,24.0 
 07/21  22:50:00,,,,,,,24.0 
 07/21  23:00:00,25.487083333333334,0.40258,0.30518,0.18103500000000003,0.30518,0.18103500000000003,24.0 
 07/21  23:10:00,,,,,,,30.0 
 07/21  23:20:00,,,,,,,30.0 
 07/21  23:30:00,,,,,,,30.0 
 07/21  23:40:00,,,,,,,30.0 
 07/21  23:50:00,,,,,,,30.0 
 07/21  24:00:00,24.73808333333334,0.40258,0.30518,0.18103500000000003,0.30518,0.18103500000000003,30.0,1419610903.8855667,32911624.916418906,486.79574151584364,0.16967902703499332,1.0607681537057065,0.8848386242561459,0.011431522658804726,2.6575204323892607,0.0,0.024805186352019944,0.0,0.0,0.014551734451625779,0.000008008839077376438,0.000039443801086048227,611.7892688505469,0.0,0.0,140.3259139251021 
