Date/Time,EMS:Weighted Average Building Zone Air Temperature [C](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/21  00:10:00,12.780736935347358,16.222465047279037,11.305997414698835,11.267724584840307,11.449576105345033,11.37026162151075,0.3525131173448139,21.0,30.0 
 01/21  00:20:00,13.347775725694046,16.588323651306112,11.950576340738227,11.935240030777706,12.079339634447315,12.04774583039407,0.34163559419782813,21.0,30.0 
 01/21  00:30:00,13.480161571116048,16.616552134489183,12.127218608377575,12.114316230250221,12.247594564143814,12.229989350540231,0.331924894243226,21.0,30.0 
 01/21  00:40:00,11.6405153919846,15.391709624177548,10.0628185279099,9.954051462538004,10.222369047030329,10.035514232015917,0.3258212490223063,21.0,30.0 
 01/21  00:50:00,12.73846384929907,16.195899032213465,11.258775984248059,11.217146789176109,11.40236623894411,11.31802857708556,0.3187728445142566,21.0,30.0 
 01/21  01:00:00,13.30552330246091,16.562461026379694,11.903029405997072,11.884256392653178,12.031795376665581,11.99562382261407,0.30779500718743485,21.0,30.0 
 01/21  01:10:00,13.43724596625321,16.59103733647406,12.078520007771981,12.06225543302325,12.19887460683012,12.17705734770987,0.29801666744083466,21.0,30.0 
 01/21  01:20:00,11.597576170533191,15.364608378775166,10.01489555251001,9.903167796653513,10.174406139661517,9.982169879666852,0.2918983079063728,21.0,30.0 
 01/21  01:30:00,12.6980755197957,16.16967895604429,11.214007437516173,11.169254799254759,11.357615408191037,11.268375368853915,0.2848372269226978,21.0,30.0 
 01/21  01:40:00,13.265083983194078,16.536913050812323,11.857841199514016,11.835864140668944,11.986611890908069,11.94602580182997,0.2738505403696834,21.0,30.0 
 01/21  01:50:00,13.396104967847947,16.565848327380966,12.03211764373387,12.012723308980714,12.152445830300763,12.126617533738804,0.2640790572773617,21.0,30.0 
 01/21  02:00:00,11.556259127335663,15.337638276915913,9.96916909426653,9.854667919255313,10.128633758567185,9.931075494467901,0.2579836605806599,21.0,30.0 
 01/21  02:10:00,12.659285987295906,16.143608737841696,11.171386682314337,11.123699139522197,11.315017511983548,11.220945892941643,0.25095250948282843,21.0,30.0 
 01/21  02:20:00,13.22622096774984,16.51153861657815,11.814750264316968,11.789763251698552,11.943527218674706,11.898649372132123,0.24002020394685314,21.0,30.0 
 01/21  02:30:00,13.35653839098353,16.54087998725284,11.987784701206838,11.965459018423521,12.108081289833127,12.078408980479223,0.23030725291107512,21.0,30.0 
 01/21  02:40:00,11.516340264336273,15.310623119139798,9.925422943354391,9.808311688508297,10.08483557407023,9.88189087494565,0.2242610942472728,21.0,30.0 
 01/21  02:50:00,12.621887547081876,16.11753738699189,11.130704322814088,11.080244683017778,11.27436363381614,11.175438643217117,0.21728963731324555,21.0,30.0 
 01/21  03:00:00,13.18876278003073,16.486238182990455,11.773570564326032,11.745744059262542,11.902355969715803,11.853249282326964,0.20645597536413138,21.0,30.0 
 01/21  03:10:00,13.318400810272443,16.51606763284022,11.945353427474263,11.92027325113234,12.065613859299994,12.03222481788303,0.1968378187169336,21.0,30.0 
 01/21  03:20:00,11.477585321039838,15.283316263075383,9.883497663280554,9.763925653323286,10.042852738893389,9.834095225001509,0.1908593785449811,21.0,30.0 
 01/21  03:30:00,12.585675355729249,16.091260553060124,11.091804303363258,11.038719216072055,11.23549910977793,11.13144821755444,0.183968571329177,21.0,30.0 
 01/21  03:40:00,13.152551412559536,16.460888753444,11.734158451274078,11.703647610653732,11.862955839961977,11.809539937620208,0.17326475976691472,21.0,30.0 
 01/21  03:50:00,13.281566563864802,16.491346951858606,11.904689447132084,11.87701762991731,12.024910219255247,11.987853271653695,0.16376697017350902,21.0,30.0 
 01/21  04:00:00,11.439664967171396,15.254968117683614,9.84326468954656,9.721372821894834,10.002557668095578,9.787422897465037,0.15786921766893214,21.0,30.0 
 01/21  04:10:00,12.550363697846032,16.064162568721812,11.054559472680067,10.998985257908407,11.19829878089092,11.088736439024002,0.15107375630869996,21.0,30.0 
 01/21  04:20:00,13.117386233489086,16.43513286000147,11.696393293968361,11.663343165598228,11.82520801929989,11.767326786851003,0.14052166388243886,21.0,30.0 
 01/21  04:30:00,13.245898763799627,16.466556839732302,11.865676436967236,11.835566457787097,11.985855385015322,11.945128524351881,0.13116204964310427,21.0,30.0 
 01/21  04:40:00,11.406336188217079,15.235691592764335,9.80460798090894,9.680531746864467,9.963835576109632,9.748431095786882,0.12535377582642382,21.0,30.0 
